appearedTimeOfDay,appearedHour,terrainType,closeToWater,continent,weather,temperature,windSpeed,pressure,population_density,urban,suburban,midurban,rural,gymDistanceKm,gymIn100m,gymIn250m,gymIn500m,gymIn1000m,gymIn2500m,gymIn5000m,pokestopDistanceKm,pokestopIn100m,pokestopIn250m,pokestopIn500m,pokestopIn1000m,pokestopIn2500m,pokestopIn5000m
night,20,13,TRUE,Europe,Clear,19.1,8.03,1012.64,1886.2122,TRUE,TRUE,TRUE,FALSE,0.091797,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.023989,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,13,FALSE,Europe,MostlyCloudy,25.7,17.06,1011.97,2261.157,TRUE,TRUE,TRUE,FALSE,0.418794,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.008382,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,12,TRUE,Asia,MostlyCloudy,27.2,9.8,1004.77,4039.2358,TRUE,TRUE,TRUE,FALSE,0.544249,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.010965,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,7,FALSE,America,Clear,20.3,17.88,1007.42,530.163,FALSE,TRUE,TRUE,FALSE,1.011025,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.444963,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,23,13,TRUE,America,BreezyandOvercast,26.3,18.04,1014.07,7758.25,TRUE,TRUE,TRUE,FALSE,0.166649,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.061253,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,7,FALSE,America,Clear,28.4,3.09,1004.03,570.0402,FALSE,TRUE,TRUE,FALSE,4.16562,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.195619,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,20,13,TRUE,America,PartlyCloudy,19,8.12,1011.33,4188.391,TRUE,TRUE,TRUE,FALSE,0.465244,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.433926,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,20,13,TRUE,America,Rain,27.8,4.99,1019.31,0,FALSE,FALSE,FALSE,TRUE,3.749907,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.119399,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,8,FALSE,America,Clear,18.8,1.99,1021.2,493.07547,FALSE,TRUE,TRUE,FALSE,0.411556,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.411556,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
evening,19,5,FALSE,America,Clear,29.6,7.32,1019.75,790.0195,FALSE,TRUE,TRUE,FALSE,0.434146,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.054615,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,7,7,FALSE,America,PartlyCloudy,34.4,10.93,1005,7.085878,FALSE,FALSE,FALSE,TRUE,0.39588,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.38886,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,2,13,FALSE,America,Clear,30.3,11.19,1014.13,849.44226,TRUE,TRUE,TRUE,FALSE,0.582616,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.688477,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
evening,18,13,FALSE,America,Clear,30.7,17.05,1018.32,1463.3706,TRUE,TRUE,TRUE,FALSE,0.149777,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.196748,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,Asia,MostlyCloudy,27.1,3.29,1008.08,1955.8636,TRUE,TRUE,TRUE,FALSE,1.103397,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.157103,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,0,TRUE,Asia,MostlyCloudy,29,2.13,1002.52,5206.375,TRUE,TRUE,TRUE,FALSE,0.369027,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.108388,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,0,TRUE,America,Clear,25.8,3.29,1019.32,0,FALSE,FALSE,FALSE,TRUE,0.47145,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.008506,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,13,TRUE,America,Clear,26.5,7.96,1020.3,511.28308,FALSE,TRUE,TRUE,FALSE,0.492728,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.08849,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,7,FALSE,America,Clear,32.6,6.66,1002.73,2810.7285,TRUE,TRUE,TRUE,FALSE,0.044843,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.025339,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,13,FALSE,America,PartlyCloudy,29.4,10.91,1018.3,511.28308,FALSE,TRUE,TRUE,FALSE,0.032475,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.071349,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,13,TRUE,Europe,Clear,19.1,12.8,1014.56,6241.3076,TRUE,TRUE,TRUE,FALSE,0.213182,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.060052,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,8,TRUE,Europe,Clear,31.3,9.72,1017.26,0,FALSE,FALSE,FALSE,TRUE,4.049593,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1.223879,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,6,14,FALSE,America,Clear,25.4,0.92,1020.69,48.421627,FALSE,FALSE,FALSE,TRUE,0.125132,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.022238,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,0,TRUE,Europe,PartlyCloudy,23.8,7.04,1012,10000,TRUE,TRUE,TRUE,FALSE,0.082201,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.056456,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,8,FALSE,America,Clear,27.2,9.8,1019.18,38.953922,FALSE,FALSE,FALSE,TRUE,0.415615,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.378174,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,9,0,TRUE,America,PartlyCloudy,24.6,6.54,1015.01,0,FALSE,FALSE,FALSE,TRUE,0.547866,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.45061,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,Clear,34,16.46,1015.19,849.44226,TRUE,TRUE,TRUE,FALSE,1.713196,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.713196,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,23,13,TRUE,America,BreezyandOvercast,26.3,18.04,1014.07,7758.25,TRUE,TRUE,TRUE,FALSE,1.093825,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.30365,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,3,10,FALSE,America,PartlyCloudy,22.3,8.12,1009.51,10.94889,FALSE,FALSE,FALSE,TRUE,1.630456,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.620294,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,1,7,FALSE,America,Clear,36,2.82,1005.76,172.27429,FALSE,FALSE,FALSE,TRUE,0.130853,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.050774,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,Clear,26.8,8.66,1012.42,849.44226,TRUE,TRUE,TRUE,FALSE,1.837641,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.837641,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,0,14,FALSE,America,Clear,24.5,5.79,1021.22,40.392357,FALSE,FALSE,FALSE,TRUE,0.497042,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.43206,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,5,14,FALSE,America,Clear,25.6,4.98,1015.6,2431.2341,TRUE,TRUE,TRUE,FALSE,0.614444,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.236042,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,7,FALSE,America,Clear,31.9,1.41,1002.44,192.07222,FALSE,FALSE,FALSE,TRUE,0.507772,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.355193,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,2,10,FALSE,America,Clear,25.9,5.39,1004.26,206.51929,FALSE,FALSE,TRUE,FALSE,0.103997,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.034976,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,7,13,TRUE,America,PartlyCloudy,17.4,2.69,1009.25,1220.7147,TRUE,TRUE,TRUE,FALSE,0.157565,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.047961,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,FALSE,America,Clear,26.5,8.05,1014.05,1135.3196,TRUE,TRUE,TRUE,FALSE,5.205215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.233589,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,0,TRUE,America,Clear,27,2.79,1017.27,0,FALSE,FALSE,FALSE,TRUE,0.241509,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.040435,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,TRUE,America,Clear,27.6,17.42,1017.03,683.3539,FALSE,TRUE,TRUE,FALSE,0.273439,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.060597,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,7,FALSE,America,Clear,23.3,13.15,1009.32,458.58234,FALSE,TRUE,TRUE,FALSE,0.321295,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.280833,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,5,14,FALSE,America,Clear,16.1,3,1024.07,849.44226,TRUE,TRUE,TRUE,FALSE,0.081977,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.020193,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,13,FALSE,America,Clear,23.3,5.05,1018.35,2810.7285,TRUE,TRUE,TRUE,FALSE,0.121124,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.046833,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,TRUE,Europe,Clear,17.6,16.56,1013.45,1886.2122,TRUE,TRUE,TRUE,FALSE,0.163159,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.081322,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,13,FALSE,Europe,Clear,24.5,8.62,1014.69,6471.7783,TRUE,TRUE,TRUE,FALSE,0.239371,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.111993,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,22,7,FALSE,America,Clear,22.9,7.8,1009.75,426.5022,FALSE,TRUE,TRUE,FALSE,0.067785,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.046833,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,7,FALSE,America,Clear,28.9,7.13,1011.7,635.5498,FALSE,TRUE,TRUE,FALSE,0.759174,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.27703,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,23,0,TRUE,America,LightRain,27,1.36,1016.79,0,FALSE,FALSE,FALSE,TRUE,0.184762,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.092311,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,12,TRUE,Europe,Overcast,17.8,12.86,1020.2,0,FALSE,FALSE,FALSE,TRUE,0.293507,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.205885,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,13,FALSE,America,Clear,23.8,8.92,1008.37,683.3539,FALSE,TRUE,TRUE,FALSE,0.700996,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.579686,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,14,5,FALSE,Asia,MostlyCloudy,25.5,7.53,1007.7,982.0328,TRUE,TRUE,TRUE,FALSE,0.182333,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.077134,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,13,FALSE,Asia,Clear,32.4,10.26,1007.2,10000,TRUE,TRUE,TRUE,FALSE,0.256251,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.033288,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,0,10,TRUE,America,Clear,32.3,12.42,1016.17,28.107285,FALSE,FALSE,FALSE,TRUE,0.350234,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.350234,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,11,12,TRUE,Europe,Clear,17.5,16.25,1008.3,761.8856,FALSE,TRUE,TRUE,FALSE,0.325712,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.068309,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,0,TRUE,America,Clear,23.5,19.73,1018.13,0,FALSE,FALSE,FALSE,TRUE,0.249437,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.027595,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,13,FALSE,America,Clear,23.3,5.05,1018.35,2810.7285,TRUE,TRUE,TRUE,FALSE,0.223772,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.063629,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,13,FALSE,America,PartlyCloudy,24.7,2.5,1016.66,2810.7285,TRUE,TRUE,TRUE,FALSE,0.184393,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.025147,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,5,7,FALSE,America,Clear,34.3,1.88,1006.44,172.27429,FALSE,FALSE,FALSE,TRUE,0.147952,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.008549,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,13,FALSE,Asia,Clear,29.7,11.22,1004.18,5597.982,TRUE,TRUE,TRUE,FALSE,0.365811,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.06926,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,14,FALSE,Europe,Clear,16.7,1.32,1021.49,635.5498,FALSE,TRUE,TRUE,FALSE,0.198814,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.183148,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,15,0,TRUE,Asia,Clear,27.5,6.99,1006.6,5206.375,TRUE,TRUE,TRUE,FALSE,0.31539,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.156322,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,9,13,FALSE,America,Clear,24,4.44,1013.03,849.44226,TRUE,TRUE,TRUE,FALSE,0.792916,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.931438,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
morning,7,13,FALSE,America,Clear,23.2,4.78,1013.8,913.3346,TRUE,TRUE,TRUE,FALSE,0.436368,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.417844,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,23,13,TRUE,Europe,Breezy,17.8,20.67,1012.08,1886.2122,TRUE,TRUE,TRUE,FALSE,0.131708,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.066057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,0,TRUE,America,Clear,19.5,1.03,1009.02,0,FALSE,FALSE,FALSE,TRUE,0.278869,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.060725,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,14,FALSE,America,MostlyCloudy,28.2,6.81,1011.41,2431.2341,TRUE,TRUE,TRUE,FALSE,21.964177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.865917,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
evening,17,0,TRUE,America,PartlyCloudy,28.4,10.65,1020.07,0,FALSE,FALSE,FALSE,TRUE,0.259001,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.289086,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,20,0,TRUE,America,Clear,24.7,16.82,1023.22,0,FALSE,FALSE,FALSE,TRUE,0.232316,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.212948,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,0,TRUE,America,Clear,13.2,1.72,1009.91,708.5878,FALSE,TRUE,TRUE,FALSE,0.120278,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.102059,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,13,FALSE,America,Clear,23,8.69,1023.43,7758.25,TRUE,TRUE,TRUE,FALSE,0.472181,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.024948,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,4,1,TRUE,Europe,Overcast,16.4,17.63,1016.43,247.57158,FALSE,FALSE,TRUE,FALSE,0.105062,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.212083,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,0,14,FALSE,America,HumidandOvercast,26.2,6,1009.9,2431.2341,TRUE,TRUE,TRUE,FALSE,0.554136,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.707367,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,3,13,TRUE,Australia,MostlyCloudy,19.6,22.4,1000.98,0,FALSE,FALSE,FALSE,TRUE,0.238779,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.031028,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,13,FALSE,Europe,MostlyCloudy,22.8,5.65,1023.21,10000,TRUE,TRUE,TRUE,FALSE,0.086577,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.03085,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,10,14,FALSE,Europe,MostlyCloudy,25.9,11.25,1012.39,62.41308,FALSE,FALSE,FALSE,TRUE,0.478514,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.261812,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,10,12,FALSE,Europe,Clear,19,10.5,1017.2,276.02277,FALSE,FALSE,TRUE,FALSE,1.968929,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.205639,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
afternoon,15,12,TRUE,Asia,Clear,27.5,10.3,1006.06,4039.2358,TRUE,TRUE,TRUE,FALSE,0.036073,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.163516,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,7,FALSE,America,Clear,36,2.82,1005.76,172.27429,FALSE,FALSE,FALSE,TRUE,0.012532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.184266,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,8,13,FALSE,America,Clear,24,5.62,1019.61,1177.243,TRUE,TRUE,TRUE,FALSE,0.200551,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.333321,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,1,13,FALSE,America,Overcast,19.8,5.54,1009.1,1573.4408,TRUE,TRUE,TRUE,FALSE,0.637982,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.0823,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,1,14,FALSE,America,Clear,26.3,2.99,1017.71,40.392357,FALSE,FALSE,FALSE,TRUE,0.765023,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.2075,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,13,TRUE,America/Argentina,Clear,7.6,12.68,1016.24,10000,TRUE,TRUE,TRUE,FALSE,0.473844,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.046263,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,2,13,TRUE,America,Clear,21.7,9.61,1010.71,4188.391,TRUE,TRUE,TRUE,FALSE,0.461641,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.291795,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,3,13,FALSE,America,PartlyCloudy,25.9,4.08,1018.86,1691.79,TRUE,TRUE,TRUE,FALSE,0.432532,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.027474,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,13,0,TRUE,America,Clear,20,11.04,1021.74,0,FALSE,FALSE,FALSE,TRUE,1.443407,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.783015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,4,0,TRUE,America,Clear,27.4,3.36,1019.95,0,FALSE,FALSE,FALSE,TRUE,0.283727,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.215888,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,19,0,TRUE,America,Clear,25,7.88,1023.92,591.0899,FALSE,TRUE,TRUE,FALSE,2.00908,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.388128,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,5,7,FALSE,America,Clear,34.3,1.88,1006.44,172.27429,FALSE,FALSE,FALSE,TRUE,0.282721,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.047953,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,7,12,FALSE,America,Clear,22.3,4.73,1016.85,149.01443,FALSE,FALSE,FALSE,TRUE,0.948163,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.398473,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
night,23,5,TRUE,Asia,MostlyCloudy,24.9,5,1006.86,0,FALSE,FALSE,FALSE,TRUE,0.162858,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.356227,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
morning,7,13,FALSE,America,Clear,18.6,6.15,1008.11,355.77966,FALSE,FALSE,TRUE,FALSE,0.271428,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.033406,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,12,13,TRUE,Europe,PartlyCloudy,29.5,5.91,1014.74,2431.2341,TRUE,TRUE,TRUE,FALSE,0.683551,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.158386,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,7,FALSE,America,Clear,20.3,7.25,1009.49,426.5022,FALSE,TRUE,TRUE,FALSE,0.268037,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.213066,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,14,5,FALSE,Europe,MostlyCloudy,24.4,9.04,1012.26,28.107285,FALSE,FALSE,FALSE,TRUE,0.131522,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.115754,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,3,8,TRUE,Europe,MostlyCloudy,21.9,6.63,1012.64,0,FALSE,FALSE,FALSE,TRUE,0.280782,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.152682,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,13,TRUE,Asia,Clear,30.9,3.56,1011.41,206.51929,FALSE,FALSE,TRUE,FALSE,0.703091,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.585153,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
night,0,13,FALSE,America,BreezyandOvercast,26.3,18.04,1014.07,7758.25,TRUE,TRUE,TRUE,FALSE,0.401832,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.095682,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,0,8,TRUE,Europe,Overcast,24.4,6.61,1013.57,0,FALSE,FALSE,FALSE,TRUE,0.610103,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.510444,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
morning,8,0,TRUE,Europe,MostlyCloudy,12,5.74,1019.99,1135.3196,TRUE,TRUE,TRUE,FALSE,0.224995,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.01997,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,6,13,TRUE,America,PartlyCloudy,14.6,4.63,1010.56,3022.1426,TRUE,TRUE,TRUE,FALSE,0.510802,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.025883,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,0,13,FALSE,America,Clear,24.8,5.46,1018.6,1312.533,TRUE,TRUE,TRUE,FALSE,0.077965,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.020686,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,14,FALSE,Europe,Overcast,23.1,1.14,1016.7,319.10748,FALSE,FALSE,TRUE,FALSE,0.13513,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.117512,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
morning,7,5,FALSE,Europe,Foggy,11.8,2.12,1027.19,849.44226,TRUE,TRUE,TRUE,FALSE,0.322235,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.082885,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
night,23,13,FALSE,America,PartlyCloudy,36.1,15.49,1014.6,849.44226,TRUE,TRUE,TRUE,FALSE,1.819183,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1.819183,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
night,22,0,TRUE,America,Clear,21.7,13.34,1020.46,0,FALSE,FALSE,FALSE,TRUE,0.285754,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.036838,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
afternoon,15,13,FALSE,Europe,LightRain,20.9,9.11,1016.87,2810.7285,TRUE,TRUE,TRUE,FALSE,0.710792,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.710792,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
afternoon,12,12,TRUE,Europe,Overcast,17.8,12.86,1020.2,0,FALSE,FALSE,FALSE,TRUE,0.189915,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.168144,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
night,21,0,TRUE,America,PartlyCloudy,19.4,10.28,1012.83,2028.0872,TRUE,TRUE,TRUE,FALSE,0.079838,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.025199,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,10,FALSE,Europe,Clear,14.2,7.11,1006.05,93.00449,FALSE,FALSE,FALSE,TRUE,0.342908,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.165311,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
evening,18,8,TRUE,Europe,Clear,27.5,7.73,1015.22,0,FALSE,FALSE,FALSE,TRUE,0.247072,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.075817,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
